#soft_core=0.95
#duplication_margin=0.05
organism	nb_families	nb_persistent_families	nb_shell_families	nb_cloud_families	nb_exact_core	nb_soft_core	nb_genes	nb_persistent_genes	nb_shell_genes	nb_cloud_genes	nb_exact_core_genes	nb_soft_core_genes	completeness	nb_single_copy_markers
QinN_2014__LD-25__bin.2	3793	3475	198	120	0	65	3880	3555	202	123	0	66	93.46	3387
QinN_2014__LD-26__bin.49	4024	3440	363	221	0	65	4069	3475	372	222	0	67	92.52	3353
QinN_2014__LD-22__bin.77	4154	3562	304	288	0	65	4198	3588	317	293	0	67	95.92	3476
QinN_2014__LD-31__bin.1	3657	3220	324	113	0	64	3700	3262	325	113	0	66	86.53	3136
QinN_2014__LD-28__bin.6	4003	3602	244	157	0	65	4064	3656	250	158	0	67	96.91	3512
QinN_2014__LD-44__bin.31	3479	3177	199	103	0	63	3531	3226	202	103	0	64	85.65	3104
QinN_2014__LD-32__bin.13	4245	3672	440	133	0	65	4278	3696	448	134	0	67	98.65	3575
QinN_2014__LD-51__bin.29	3557	3226	140	191	0	65	3592	3260	140	192	0	67	86.84	3147
QinN_2014__LD-50__bin.26	3326	2767	441	118	0	65	3349	2780	451	118	0	66	74.78	2710
QinN_2014__LD-35__bin.90	4165	3507	515	143	0	65	4209	3540	525	144	0	67	94.15	3412
QinN_2014__LD-61__bin.12	3631	3277	237	117	0	65	3701	3341	242	118	0	67	88.02	3190
QinN_2014__LD-62__bin.6	3576	3084	289	203	0	63	3632	3131	297	204	0	64	82.86	3003
QinN_2014__LD-69__bin.18	2998	2454	409	135	0	65	3018	2467	415	136	0	67	66.2	2399
QinN_2014__LD-52__bin.41	3852	3453	282	117	0	61	3917	3512	287	118	0	63	92.83	3364
QinN_2014__LD-68__bin.26	3664	3419	222	23	0	65	3682	3434	225	23	0	67	91.86	3329
QinN_2014__LD-6__bin.56	2487	2225	220	42	0	65	2516	2251	223	42	0	66	60.04	2176
QinN_2014__LD-65__bin.27	4063	3614	328	121	0	65	4104	3640	343	121	0	67	97.13	3520
QinN_2014__LD-71__bin.39	3611	3338	210	63	0	65	3643	3366	214	63	0	67	89.82	3255
QinN_2014__LD-72__bin.11	4090	3580	420	90	0	65	4116	3600	426	90	0	67	96.14	3484
QinN_2014__LD-81__bin.6	2860	2222	449	189	0	62	2886	2232	465	189	0	62	59.93	2172
QinN_2014__LD-79__bin.36	3767	3492	218	57	0	65	3835	3556	221	58	0	67	93.76	3398
QinN_2014__LD-74__bin.61	3839	3455	324	60	0	65	3890	3495	335	60	0	67	92.83	3364
QinN_2014__LD-73__bin.19	4136	3630	343	163	0	65	4181	3658	358	165	0	67	97.52	3534
QinN_2014__LD-82__bin.28	3905	3499	275	131	0	64	3961	3550	280	131	0	67	94.09	3410
QinN_2014__LV-17__bin.8	2080	1727	174	179	0	53	2110	1753	177	180	0	55	46.66	1691
QinN_2014__LD-92__bin.15	3370	2999	236	135	0	62	3446	3069	241	136	0	65	80.77	2927
QinN_2014__LD-89__bin.39	3738	3474	197	67	0	65	3785	3520	197	68	0	67	93.49	3388
QinN_2014__LD-88__bin.9	4107	3348	575	184	0	63	4158	3386	587	185	0	65	89.9	3258
QinN_2014__LV-15__bin.14	3059	2766	183	110	0	65	3109	2780	205	124	0	65	74.39	2696
QinN_2014__LD-80__bin.10	4446	3501	619	326	0	65	4507	3542	638	327	0	68	94.09	3410
QinN_2014__LD-94__bin.6	3967	3569	270	128	0	65	4035	3627	278	130	0	69	95.92	3476
QinN_2014__LV-6__bin.2	2484	2090	210	184	0	50	2535	2139	212	184	0	50	56.68	2054
QinN_2014__LV-8__bin.19	2586	2138	237	211	0	50	2676	2223	240	213	0	52	57.75	2093
QinN_2014__LV-18__bin.7	4109	3515	372	222	0	65	4192	3575	393	224	0	67	94.54	3426
QinN_2014__LV-23__bin.15	4210	3386	604	220	0	65	4260	3424	615	221	0	67	90.95	3296
QinN_2014__LV-24__bin.28	3908	3439	247	222	0	64	3985	3510	253	222	0	66	92.49	3352
RampelliS_2015__H10__bin.66	3972	3609	247	116	0	65	3996	3627	252	117	0	67	97.05	3517
RampelliS_2015__H12__bin.10	3656	3258	259	139	0	65	3732	3325	268	139	0	69	87.56	3173
RampelliS_2015__H11__bin.23	3979	3621	260	98	0	65	4026	3660	267	99	0	67	97.38	3529
RaymondF_2016__P20E0__bin.25	2677	2136	315	226	0	48	2702	2157	319	226	0	48	57.42	2081
RaymondF_2016__P18E7__bin.37	3349	2918	254	177	0	61	3394	2959	256	179	0	63	78.39	2841
RaymondF_2016__P19E7__bin.71	3190	2785	351	54	0	65	3209	2796	358	55	0	66	74.78	2710
RaymondF_2016__P10E0__bin.45	3897	3437	394	66	0	64	3933	3463	402	68	0	66	92.49	3352
RampelliS_2015__H16__bin.24	4004	3339	395	270	0	65	4086	3404	411	271	0	67	89.74	3252
RaymondF_2016__P20E7__bin.21	3049	2625	323	101	0	65	3064	2637	326	101	0	65	70.31	2548
RaymondF_2016__P20E90__bin.7	4232	3497	591	144	0	65	4262	3515	603	144	0	67	94.48	3424
RaymondF_2016__P22E7__bin.36	3576	2777	588	211	0	65	3621	2788	620	213	0	65	74.42	2697
RaymondF_2016__P23C90__bin.48	3367	2762	449	156	0	65	3395	2780	458	157	0	65	74.53	2701
RaymondF_2016__P4E7__bin.12	2830	2336	409	85	0	64	2844	2342	417	85	0	64	62.58	2268
RaymondF_2016__P9E0__bin.8	2130	1874	126	130	0	56	2160	1903	127	130	0	56	50.69	1837
RaymondF_2016__P23C0__bin.33	3935	3463	363	109	0	65	3981	3498	373	110	0	68	93.13	3375
RaymondF_2016__P21E90__bin.1	4330	3335	742	253	0	64	4459	3444	762	253	0	66	89.71	3251
SchirmerM_2016__G88951__bin.13	2430	1908	285	237	0	39	2465	1939	287	239	0	42	51.35	1861
SchirmerM_2016__G89074__bin.8	2536	2031	288	217	0	52	2565	2055	292	218	0	54	54.61	1979
RaymondF_2016__P4E90__bin.9	4132	3485	525	122	0	65	4178	3518	538	122	0	67	93.57	3391
RaymondF_2016__P5E90__bin.21	4237	3507	489	241	0	65	4287	3537	507	243	0	67	94.15	3412
SchirmerM_2016__G89043__bin.20	3781	3183	354	244	0	63	3882	3245	390	247	0	65	85.6	3102
SchirmerM_2016__G89186__bin.18	3697	3085	409	203	0	59	3766	3147	416	203	0	61	82.89	3004
VatanenT_2016__G69161__bin.3	2838	2282	342	214	0	59	2893	2330	348	215	0	60	61.4	2225
VatanenT_2016__G69146__bin.1	3534	2909	471	154	0	60	3566	2933	479	154	0	61	78.75	2854
VatanenT_2016__G69152__bin.7	3314	2776	276	262	0	60	3376	2834	280	262	0	62	74.48	2699
VatanenT_2016__G69147__bin.2	3867	3427	311	129	0	64	3905	3460	314	131	0	66	92.16	3340
VatanenT_2016__G69232__bin.3	1982	1606	229	147	0	48	1996	1617	232	147	0	48	43.49	1576
VatanenT_2016__G69218__bin.1	3220	2542	299	379	0	53	3278	2586	311	381	0	54	68.41	2479
VatanenT_2016__G69210__bin.2	3414	2815	430	169	0	60	3449	2841	439	169	0	62	75.69	2743
VatanenT_2016__G69181__bin.1	4194	3451	543	200	0	64	4243	3473	570	200	0	66	93.27	3380
VatanenT_2016__G69189__bin.5	3990	3428	417	145	0	62	4013	3442	426	145	0	63	92.05	3336
VatanenT_2016__G69229__bin.5	3889	3246	505	138	0	65	3919	3263	518	138	0	66	87.78	3181
VatanenT_2016__G78505__bin.8	3290	2776	411	103	0	64	3304	2782	418	104	0	64	74.97	2717
VatanenT_2016__G78544__bin.4	3392	2750	415	227	0	58	3449	2802	419	228	0	60	74.42	2697
VatanenT_2016__G78526__bin.4	4221	3297	594	330	0	65	4271	3335	605	331	0	67	88.66	3213
VatanenT_2016__G78727__bin.4	2676	2256	364	56	0	65	2695	2269	370	56	0	66	61.18	2217
VatanenT_2016__G78507__bin.7	4280	3664	447	169	0	64	4319	3680	467	172	0	66	98.4	3566
VatanenT_2016__G78546__bin.2	4107	3391	422	294	0	65	4173	3434	444	295	0	67	91.2	3305
VatanenT_2016__G78788__bin.3	2228	1720	291	217	0	40	2266	1753	296	217	0	40	46.55	1687
VatanenT_2016__G78677__bin.4	3424	2507	563	354	0	50	3464	2538	571	355	0	51	67.55	2448
VatanenT_2016__G78625__bin.5	3733	3042	501	190	0	63	3783	3083	510	190	0	67	81.84	2966
VatanenT_2016__G78577__bin.12	4183	3653	403	127	0	65	4227	3678	422	127	0	67	98.15	3557
VatanenT_2016__G78570__bin.8	3816	3110	446	260	0	61	3842	3130	451	261	0	63	83.58	3029
VatanenT_2016__G78739__bin.6	4068	3592	378	98	0	65	4131	3639	391	101	0	70	96.52	3498
VatanenT_2016__G78772__bin.3	3927	3281	429	217	0	63	3973	3311	444	218	0	66	88.85	3220
VatanenT_2016__G78849__bin.1	2734	2308	357	69	0	65	2741	2314	358	69	0	66	62.61	2269
VatanenT_2016__G78819__bin.5	4011	3130	599	282	0	63	4070	3176	608	286	0	66	84.49	3062
VatanenT_2016__G78794__bin.4	4192	3566	349	277	0	65	4230	3591	361	278	0	66	95.81	3472
VatanenT_2016__G78831__bin.2	3524	2710	424	390	0	62	3585	2760	430	395	0	65	72.71	2635
VatanenT_2016__G78828__bin.2	3812	3001	513	298	0	61	3868	3043	525	300	0	63	80.6	2921
VatanenT_2016__G78866__bin.7	4194	3626	441	127	0	65	4234	3647	460	127	0	66	97.35	3528
VatanenT_2016__G78904__bin.3	3289	2473	546	270	0	48	3352	2526	556	270	0	50	66.92	2425
VatanenT_2016__G78873__bin.1	4198	3462	541	195	0	64	4243	3494	554	195	0	66	92.91	3367
VatanenT_2016__G78906__bin.4	2800	2259	428	113	0	65	2831	2275	442	114	0	66	61.29	2221
VatanenT_2016__G78875__bin.9	4350	3577	326	447	0	65	4388	3602	335	451	0	66	96.16	3485
VatanenT_2016__G80279__bin.5	2077	1722	175	180	0	52	2102	1747	175	180	0	53	46.36	1680
VatanenT_2016__G78896__bin.3	4480	3552	679	249	0	65	4541	3581	706	254	0	67	96.05	3481
VatanenT_2016__G78899__bin.3	4012	3394	543	75	0	64	4039	3414	549	76	0	66	91.8	3327
VatanenT_2016__G78909__bin.1	4036	3593	337	106	0	65	4124	3628	389	107	0	67	96.58	3500
VatanenT_2016__G78910__bin.3	3981	3450	372	159	0	65	4076	3538	379	159	0	69	92.77	3362
VatanenT_2016__G80373__bin.3	2787	2311	290	186	0	53	2808	2328	292	188	0	53	61.98	2246
VatanenT_2016__G80281__bin.7	3992	3447	410	135	0	64	4010	3461	414	135	0	65	92.58	3355
VatanenT_2016__G80326__bin.5	3771	3353	292	126	0	65	3838	3414	298	126	0	68	90.07	3264
VatanenT_2016__G80415__bin.18	2448	1956	357	135	0	64	2465	1963	364	138	0	65	52.79	1913
VatanenT_2016__G80392__bin.4	3316	2667	462	187	0	61	3354	2697	469	188	0	63	72.1	2613
VatanenT_2016__G80411__bin.1	3134	2685	243	206	0	54	3209	2755	247	207	0	56	72.19	2616
VatanenT_2016__G80407__bin.8	3404	2969	230	205	0	61	3464	3024	235	205	0	63	79.86	2894
VatanenT_2016__G80303__bin.9	4323	3536	556	231	0	65	4360	3554	574	232	0	67	95.45	3459
VatanenT_2016__G80430__bin.1	3892	3244	462	186	0	64	3945	3289	469	187	0	65	87.69	3178
VatanenT_2016__G80456__bin.9	3955	3263	476	216	0	64	4011	3312	482	217	0	66	88.13	3194
VatanenT_2016__G80455__bin.4	4126	3611	389	126	0	64	4171	3636	408	127	0	66	97.02	3516
VatanenT_2016__G80453__bin.1	4232	3628	443	161	0	65	4297	3649	485	163	0	67	97.46	3532
VatanenT_2016__G80466__bin.16	2087	1677	339	71	0	64	2100	1683	344	73	0	64	45.53	1650
VatanenT_2016__G80457__bin.1	4241	3234	683	324	0	64	4300	3276	697	327	0	66	87.33	3165
VatanenT_2016__G80464__bin.3	3569	2830	536	203	0	57	3598	2854	541	203	0	59	76.55	2774
VatanenT_2016__G80462__bin.6	3916	3270	397	249	0	62	4009	3347	409	253	0	67	87.83	3183
VatanenT_2016__G80460__bin.14	4224	3524	587	113	0	65	4251	3544	594	113	0	67	95.25	3452
VatanenT_2016__G80465__bin.4	4187	3493	586	108	0	65	4227	3516	601	110	0	67	94.37	3420
VatanenT_2016__G80467__bin.6	4123	3424	443	256	0	65	4176	3464	455	257	0	67	92.11	3338
VatanenT_2016__G80471__bin.9	4103	3572	323	208	0	65	4156	3608	336	212	0	67	95.94	3477
VatanenT_2016__G80480__bin.4	3872	2950	635	287	0	63	3920	2983	650	287	0	65	79.94	2897
VatanenT_2016__G80474__bin.3	4243	3543	352	348	0	64	4310	3597	362	351	0	66	95.2	3450
VatanenT_2016__G80475__bin.2	4166	3569	341	256	0	64	4234	3603	374	257	0	65	95.94	3477
VatanenT_2016__G80481__bin.9	4152	3642	442	68	0	65	4182	3665	448	69	0	67	97.79	3544
VatanenT_2016__G80483__bin.5	4311	3448	538	325	0	65	4381	3501	555	325	0	67	93.24	3379
VatanenT_2016__G80487__bin.4	4368	3569	614	185	0	65	4403	3591	627	185	0	67	95.92	3476
VatanenT_2016__G80498__bin.2	4236	3661	436	139	0	65	4283	3685	458	140	0	67	98.32	3563
VatanenT_2016__G80496__bin.4	4497	3611	622	264	0	65	4591	3659	659	273	0	67	97.05	3517
VatanenT_2016__G80502__bin.1	3924	3058	682	184	0	65	3974	3081	708	185	0	67	82.53	2991
VatanenT_2016__G80503__bin.2	3644	2947	490	207	0	64	3684	2975	501	208	0	65	79.64	2886
VatanenT_2016__G80493__bin.5	4433	3490	645	298	0	65	4487	3521	667	299	0	67	94.18	3413
VatanenT_2016__G80499__bin.2	4315	3509	626	180	0	64	4343	3523	638	182	0	66	94.95	3441
VatanenT_2016__G80506__bin.2	3832	3123	512	197	0	65	3877	3151	525	201	0	67	84.41	3059
VatanenT_2016__G80516__bin.7	2362	2019	289	54	0	52	2383	2034	295	54	0	53	54.44	1973
VatanenT_2016__G80509__bin.8	3582	2885	523	174	0	61	3630	2924	532	174	0	63	77.87	2822
VatanenT_2016__G80520__bin.3	2444	2048	330	66	0	65	2459	2054	339	66	0	66	55.6	2015
VatanenT_2016__G80517__bin.3	2873	2390	387	96	0	64	2893	2400	397	96	0	64	64.38	2333
VatanenT_2016__G80515__bin.4	3699	3246	313	140	0	62	3738	3276	322	140	0	63	87.22	3161
VatanenT_2016__G80524__bin.3	3365	2684	501	180	0	65	3405	2695	529	181	0	65	71.83	2603
VatanenT_2016__G80528__bin.3	3804	3331	307	166	0	65	3841	3362	312	167	0	66	89.43	3241
VatanenT_2016__G80540__bin.2	2753	2287	303	163	0	65	2797	2326	308	163	0	67	61.67	2235
VatanenT_2016__G80541__bin.3	3222	2319	495	408	0	51	3348	2425	507	416	0	52	62.58	2268
VatanenT_2016__G80535__bin.2	3489	2770	522	197	0	60	3522	2794	528	200	0	61	74.86	2713
VatanenT_2016__G80522__bin.2	4177	3330	626	221	0	64	4232	3375	636	221	0	66	90.04	3263
VatanenT_2016__G80553__bin.5	3135	2343	490	302	0	45	3178	2376	499	303	0	46	63.27	2293
VatanenT_2016__G80536__bin.1	4180	3441	573	166	0	65	4231	3464	600	167	0	67	93.05	3372
VatanenT_2016__G80560__bin.2	2491	2052	280	159	0	44	2505	2060	284	161	0	44	55.33	2005
VatanenT_2016__G80556__bin.6	3058	2447	503	108	0	65	3081	2461	512	108	0	66	65.95	2390
VatanenT_2016__G80580__bin.5	2070	1661	247	162	0	45	2097	1684	250	163	0	47	45.06	1633
VatanenT_2016__G80564__bin.4	3145	2537	406	202	0	59	3175	2562	410	203	0	60	68.54	2484
VatanenT_2016__G80547__bin.2	4070	3284	532	254	0	65	4113	3312	546	255	0	67	88.71	3215
VatanenT_2016__G80567__bin.3	4007	3045	623	339	0	63	4060	3084	633	343	0	65	82.15	2977
VatanenT_2016__G80568__bin.1	4336	3466	635	235	0	65	4388	3501	650	237	0	67	93.68	3395
VatanenT_2016__G80574__bin.5	3830	3338	455	37	0	65	3869	3369	463	37	0	67	90.26	3271
VatanenT_2016__G80590__bin.3	4327	3617	438	272	0	65	4373	3640	461	272	0	67	97.19	3522
VatanenT_2016__G80599__bin.3	4046	3466	498	82	0	64	4075	3487	506	82	0	66	93.74	3397
VatanenT_2016__G80603__bin.4	4031	3108	629	294	0	58	4085	3151	640	294	0	61	84.0	3044
VatanenT_2016__G80583__bin.4	4355	3523	651	181	0	65	4382	3541	660	181	0	67	95.25	3452
VatanenT_2016__G80604__bin.1	4186	3534	558	94	0	65	4217	3555	568	94	0	67	95.53	3462
VatanenT_2016__G80606__bin.5	3611	2783	572	256	0	64	3655	2810	588	257	0	64	75.28	2728
VatanenT_2016__G80591__bin.2	4459	3537	701	221	0	65	4508	3560	727	221	0	67	95.64	3466
VatanenT_2016__G80605__bin.4	4414	3540	690	184	0	65	4448	3560	704	184	0	66	95.72	3469
VatanenT_2016__G80620__bin.5	3058	2261	487	310	0	51	3096	2289	495	312	0	53	61.04	2212
VatanenT_2016__G80609__bin.1	4301	3555	601	145	0	65	4364	3586	631	147	0	67	96.14	3484
VincentC_2016__MM001.2__bin.6	2684	1978	448	258	0	50	2708	1992	455	261	0	50	53.37	1934
VatanenT_2016__G80614__bin.3	4145	3580	451	114	0	65	4183	3608	459	116	0	67	96.14	3484
VincentC_2016__MM020.3__bin.16	3896	3313	474	109	0	62	3920	3329	481	110	0	64	89.76	3253
VatanenT_2016__G80610__bin.2	4611	3541	729	341	0	65	4680	3572	761	347	0	67	95.75	3470
VincentC_2016__MM011__bin.3	4224	3531	546	147	0	65	4245	3548	550	147	0	67	94.9	3439
VincentC_2016__MM022.3__bin.28	2695	2238	365	92	0	65	2737	2270	374	93	0	66	60.32	2186
VatanenT_2016__G80621__bin.1	4232	3655	462	115	0	65	4279	3691	471	117	0	67	98.15	3557
VincentC_2016__MM027.2__bin.20	2713	2169	335	209	0	58	2737	2184	342	211	0	61	58.75	2129
VincentC_2016__MM026.1__bin.9	3080	2337	463	280	0	55	3102	2354	468	280	0	55	63.22	2291
VincentC_2016__MM022.2__bin.26	3831	3277	422	132	0	63	3899	3331	435	133	0	65	88.11	3193
VincentC_2016__MM022.1__bin.9	3632	2998	443	191	0	60	3673	3031	450	192	0	63	80.77	2927
VincentC_2016__MM033.2__bin.3	4441	3484	665	292	0	65	4486	3511	676	299	0	67	94.23	3415
VincentC_2016__MM032.3__bin.23	3910	2868	606	436	0	63	3962	2901	625	436	0	67	77.4	2805
VincentC_2016__MM033.3__bin.6	4408	3537	639	232	0	65	4449	3564	647	238	0	67	95.64	3466
VincentC_2016__MM047.2__bin.9	2186	1610	358	218	0	35	2206	1626	362	218	0	35	43.57	1579
VincentC_2016__MM033.4__bin.7	4346	3541	652	153	0	65	4385	3565	663	157	0	67	95.78	3471
VincentC_2016__MM045.2__bin.2	4206	3599	483	124	0	64	4255	3635	495	125	0	66	96.72	3505
VincentC_2016__MM068.1__bin.15	2545	2156	305	84	0	55	2567	2172	310	85	0	56	58.17	2108
VogtmannE_2016__MMRS16644320ST-27-0-0__bin.47	2115	1773	206	136	0	48	2161	1817	208	136	0	52	47.6	1725
VincentC_2016__MM057.7__bin.13	4310	3494	624	192	0	65	4357	3537	628	192	0	67	94.34	3419
VincentC_2016__MM060.2__bin.12	4115	3222	623	270	0	63	4141	3245	625	271	0	65	87.0	3153
VincentC_2016__MM034.2__bin.19	4210	3575	543	92	0	65	4251	3605	554	92	0	67	96.11	3483
VincentC_2016__MM090.1__bin.7	3946	3404	428	114	0	65	3962	3417	431	114	0	67	92.05	3336
VogtmannE_2016__MMRS14602194ST-27-0-0__bin.43	4090	3491	496	103	0	65	4129	3511	514	104	0	67	94.4	3421
VincentC_2016__MM065__bin.15	4131	3553	338	240	0	65	4217	3623	352	242	0	68	95.5	3461
VogtmannE_2016__MMRS15137911ST-27-0-0__bin.61	4304	3543	492	269	0	65	4367	3588	508	271	0	68	95.28	3453
VogtmannE_2016__MMRS41711735ST-27-0-0__bin.5	3650	3209	322	119	0	65	3676	3223	333	120	0	65	86.23	3125
VogtmannE_2016__MMRS56137463ST-27-0-0__bin.40	2792	2303	225	264	0	55	2858	2365	228	265	0	57	62.11	2251
VogtmannE_2016__MMRS35808664ST-27-0-0__bin.18	4193	3528	452	213	0	65	4218	3548	457	213	0	67	94.73	3433
VogtmannE_2016__MMRS41266697ST-27-0-0__bin.5	4329	3604	543	182	0	65	4385	3621	582	182	0	67	96.72	3505
VogtmannE_2016__MMRS47662059ST-27-0-0__bin.43	3850	3366	328	156	0	64	3916	3422	337	157	0	66	90.34	3274
VogtmannE_2016__MMRS64281211ST-27-0-0__bin.29	2986	2486	345	155	0	56	3003	2494	353	156	0	56	66.58	2413
VogtmannE_2016__MMRS54316675ST-27-0-0__bin.56	4215	3617	507	91	0	65	4274	3669	514	91	0	67	97.08	3518
VogtmannE_2016__MMRS64281551ST-27-0-0__bin.39	3493	2886	328	279	0	63	3574	2956	335	283	0	65	77.62	2813
VogtmannE_2016__MMRS65945127ST-27-0-0__bin.49	3224	2654	396	174	0	63	3243	2669	399	175	0	63	71.11	2577
VogtmannE_2016__MMRS77487595ST-27-0-0__bin.54	4412	3638	540	234	0	65	4453	3665	553	235	0	67	97.74	3542
VogtmannE_2016__MMRS80093644ST-27-0-0__bin.28	4118	3591	420	107	0	65	4143	3611	425	107	0	67	96.5	3497
VogtmannE_2016__MMRS94549160ST-27-0-0__bin.34	3988	3195	458	335	0	60	4073	3258	477	338	0	63	85.76	3108
VogtmannE_2016__MMRS85382779ST-27-0-0__bin.8	4151	3531	478	142	0	65	4189	3558	489	142	0	67	94.81	3436
WenC_2017__N217__bin.8	1822	1567	132	123	0	48	1880	1620	137	123	0	49	42.58	1543
WenC_2017__N022__bin.8	4008	3275	524	209	0	64	4078	3338	530	210	0	66	88.36	3202
WenC_2017__N036__bin.16	3306	2860	228	218	0	59	3393	2940	235	218	0	60	76.9	2787
WenC_2017__N017__bin.24	4073	3578	370	125	0	65	4114	3615	373	126	0	67	96.16	3485
WenC_2017__N026__bin.18	3706	3321	284	101	0	64	3736	3349	286	101	0	67	89.27	3235
WenC_2017__N031__bin.14	4152	3617	427	108	0	65	4193	3641	442	110	0	67	97.1	3519
WenC_2017__N209__bin.15	3844	3440	290	114	0	65	3885	3471	300	114	0	67	92.44	3350
WenC_2017__N216__bin.33	4287	3548	559	180	0	65	4333	3577	576	180	0	68	95.23	3451
WenC_2017__N279__bin.50	4006	3377	279	350	0	65	4099	3456	289	354	0	69	90.7	3287
WenC_2017__N285__bin.30	3956	3459	290	207	0	64	4012	3510	295	207	0	66	92.91	3367
WenC_2017__N288__bin.23	3876	3539	270	67	0	65	3898	3557	273	68	0	67	95.2	3450
WenC_2017__N310__bin.47	3455	3151	215	89	0	65	3498	3193	216	89	0	67	84.8	3073
WenC_2017__N253__bin.3	4534	3332	440	762	0	59	4876	3629	459	788	0	71	89.4	3240
WenC_2017__N290__bin.48	4046	3568	339	139	0	65	4098	3612	346	140	0	66	95.92	3476
WenC_2017__N316__bin.69	2975	2603	174	198	0	61	3040	2665	177	198	0	65	70.12	2541
WenC_2017__N315__bin.32	3712	3311	301	100	0	64	3735	3330	304	101	0	66	88.8	3218
WenC_2017__RA005__bin.28	3910	3402	340	168	0	64	3947	3431	345	171	0	66	91.56	3318
WenC_2017__RA001__bin.22	4133	3404	544	185	0	64	4160	3424	549	187	0	66	91.92	3331
WenC_2017__RA067__bin.1	2085	1818	102	165	0	41	2133	1866	102	165	0	42	48.95	1774
WenC_2017__RA031__bin.13	3521	3201	224	96	0	65	3551	3229	226	96	0	67	86.29	3127
WenC_2017__RA015__bin.12	3804	3287	334	183	0	60	3855	3331	341	183	0	62	88.3	3200
WenC_2017__RA011__bin.13	4265	3452	568	245	0	65	4301	3474	580	247	0	67	93.13	3375
WenC_2017__RA058__bin.9	3646	3328	215	103	0	64	3683	3362	218	103	0	65	89.6	3247
WenC_2017__RA039__bin.9	4047	3491	377	179	0	65	4076	3511	386	179	0	67	93.82	3400
WenC_2017__RA064__bin.37	4216	3591	494	131	0	65	4246	3607	504	135	0	67	96.5	3497
WenC_2017__RA082__bin.28	3165	2730	228	207	0	61	3261	2819	235	207	0	62	73.51	2664
WenC_2017__RA071__bin.1	4112	3546	427	139	0	65	4152	3570	438	144	0	67	95.25	3452
WenC_2017__RA087__bin.12	3728	3440	221	67	0	65	3768	3470	231	67	0	67	92.55	3354
WenC_2017__RA091__bin.15	3542	3227	226	89	0	65	3579	3260	230	89	0	67	86.7	3142
WenC_2017__RA101__bin.3	2174	1942	185	47	0	64	2187	1951	189	47	0	64	52.1	1888
WenC_2017__RA095__bin.3	3921	3435	357	129	0	65	3961	3466	364	131	0	67	92.41	3349
WenC_2017__RA096__bin.17	3699	3306	264	129	0	63	3742	3336	277	129	0	64	88.85	3220
WenC_2017__RA099__bin.26	4138	3471	422	245	0	65	4167	3492	429	246	0	67	93.24	3379
XieH_2016__YSZC12003_35390__bin.13	2713	2226	286	201	0	48	2768	2277	289	202	0	51	60.15	2180
WenC_2017__RA130__bin.8	3710	3395	190	125	0	65	3743	3425	193	125	0	66	91.34	3310
WenC_2017__RA107__bin.11	4065	3573	379	113	0	65	4095	3590	392	113	0	67	95.92	3476
WenC_2017__RA118__bin.22	3794	3475	225	94	0	65	3830	3509	227	94	0	66	93.52	3389
WenC_2017__RA131__bin.19	3813	3224	389	200	0	63	3887	3285	397	205	0	65	86.75	3144
XieH_2016__YSZC12003_35366__bin.40	3470	3077	301	92	0	65	3502	3105	305	92	0	65	82.56	2992
XieH_2016__YSZC12003_35392__bin.14	3848	3370	292	186	0	65	3892	3407	297	188	0	66	90.59	3283
XieH_2016__YSZC12003_35519__bin.44	3025	2434	452	139	0	64	3068	2450	474	144	0	64	65.73	2382
XieH_2016__YSZC12003_35506__bin.104	3206	2747	370	89	0	65	3222	2761	372	89	0	65	73.65	2669
XieH_2016__YSZC12003_35551__bin.33	2266	1871	256	139	0	46	2319	1915	264	140	0	50	50.69	1837
XieH_2016__YSZC12003_35520__bin.68	3411	2857	372	182	0	65	3424	2867	373	184	0	66	76.82	2784
XieH_2016__YSZC12003_35653__bin.43	2139	1806	292	41	0	65	2149	1814	294	41	0	66	49.06	1778
XieH_2016__YSZC12003_35505__bin.48	4205	3641	361	203	0	65	4236	3662	371	203	0	67	97.9	3548
XieH_2016__YSZC12003_35541__bin.78	3477	2814	427	236	0	62	3547	2867	442	238	0	63	76.19	2761
XieH_2016__YSZC12003_35561__bin.44	2791	2272	418	101	0	65	2802	2279	422	101	0	66	61.67	2235
XieH_2016__YSZC12003_35549__bin.71	3402	2932	318	152	0	65	3432	2952	326	154	0	67	78.53	2846
XieH_2016__YSZC12003_35654__bin.88	3129	2640	363	126	0	64	3167	2668	370	129	0	65	71.41	2588
XieH_2016__YSZC12003_35712__bin.5	2679	2318	245	116	0	65	2705	2338	250	117	0	66	62.39	2261
XieH_2016__YSZC12003_35706__bin.42	4002	3243	561	198	0	65	4034	3265	571	198	0	66	87.47	3170
XieH_2016__YSZC12003_36057__bin.18	2021	1665	209	147	0	49	2054	1694	212	148	0	52	44.95	1629
XieH_2016__YSZC12003_35979__bin.65	4253	3457	627	169	0	65	4315	3508	637	170	0	67	93.63	3393
XieH_2016__YSZC12003_35992__bin.33	4339	3598	427	314	0	65	4360	3610	435	315	0	67	96.85	3510
XieH_2016__YSZC12003_36049__bin.76	4269	3540	599	130	0	65	4310	3556	622	132	0	67	95.72	3469
XieH_2016__YSZC12003_36696__bin.81	2607	2152	305	150	0	49	2676	2211	315	150	0	51	58.2	2109
XieH_2016__YSZC12003_36052__bin.43	4366	3461	606	299	0	65	4426	3505	620	301	0	68	93.63	3393
